age,brand,buildable,category,color,condition,description,energy_grade,fees_included,first_posted,floors,ghg_grade,icon,images,indoor_area,last_updated,latitude,leverage_rating,location,longitude,make,model,outdoor_area,postal_code,price,price_new,price_per_square_meter,reposting_count,rooms,starting_price,summary,time_to_work,title,url,user_rating,value_rating,vendor
2,,,Appartement,,,"haussonville 3 pieces 50.0 m2 tres bel immeuble entierement renove au calme isolation refaite beaucoup de charme avec jardin en acces direct et comprenant entree, cuisine, sejour, 2 chambres, salle de bains, wc. assurance multirisques privilege *: 15.22 € / mois *services facultatifs, voir conditions en agences reference annonce : 1648060 honoraires a la charge du locataire : 200 € ttc dont 50 € pour l'etat des lieux depot de garantie : 630 € montant des charges : 25 € / mois modalite de recuperation des charges locatives : provision avec regularisation annuelle",g,,2020-07-17T09:28:00,,g,veterinary,"https://img7.leboncoin.fr/ad-large/5530b375cd0cae7f694dc7716294569e00daf12c.jpg, https://img4.leboncoin.fr/ad-large/d1ee0d2b06d43e6ddb4514ca742a1e9d679374cb.jpg, https://img7.leboncoin.fr/ad-large/5530b375cd0cae7f694dc7716294569e00daf12c.jpg, https://img4.leboncoin.fr/ad-large/d1ee0d2b06d43e6ddb4514ca742a1e9d679374cb.jpg, https://img7.leboncoin.fr/ad-large/5530b375cd0cae7f694dc7716294569e00daf12c.jpg",50,2020-07-17T09:28:00,48.6937223,5,nancy,6.1834097,,,,54000,655,,13.1,0,3,655,"price: <i >655</i> €<br />indoor area: <i >50</i> m²<br />outdoor area: <i >50</i> m²<br />rooms: <i >3</i> <br />floors: <i ></i> <br />energy grade: <i >g</i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1816153168.htm/"">leboncoin.fr</a> <br />",,appartement 3 pieces 50 m2,https://www.leboncoin.fr/locations/1816153168.htm/,,5,https://www.leboncoin.fr/
2,,,Appartement,,,"laxou a louer, au cœur de laxou village, charmant f2 de 40m2 en duplex situe dans un petit immeuble en rez-de-jardin (jardin commun) situe rue paul bert. venez decourvir ce bien compose d'une entree donnant sur un salon/sejour, une chambre, une salle d'eau, un wc. sans frais d'agence loyer: 480€ + 30€ de charges contact: loic viard tel: 06.58.07.18.00 mail: lviard@bienloger.com retrouvez plus d'annonces en tapant ""foncima"" dans l'onglet rechercher. reference annonce : 63373",g,,2020-07-17T12:10:00,,e,veterinary,"https://img0.leboncoin.fr/ad-large/7405a7589ef984268359d128615d727cbeb3f7af.jpg, https://img4.leboncoin.fr/ad-large/df780273cf5ade40662c8d7a954030fdcc57e458.jpg, https://img0.leboncoin.fr/ad-large/7e8e70f5e2699f19c1678836f2a78967ded19197.jpg, https://img7.leboncoin.fr/ad-large/6354dd5955220427538ffdf9d1050311d0232818.jpg, https://img5.leboncoin.fr/ad-large/21c54605add8e3d369af7c34ac9260328046456f.jpg, https://img6.leboncoin.fr/ad-large/52911eb77317bea5227d3e20a3be7672f5fa5fae.jpg, https://img0.leboncoin.fr/ad-large/7405a7589ef984268359d128615d727cbeb3f7af.jpg, https://img4.leboncoin.fr/ad-large/df780273cf5ade40662c8d7a954030fdcc57e458.jpg, https://img0.leboncoin.fr/ad-large/7e8e70f5e2699f19c1678836f2a78967ded19197.jpg, https://img7.leboncoin.fr/ad-large/6354dd5955220427538ffdf9d1050311d0232818.jpg, https://img5.leboncoin.fr/ad-large/21c54605add8e3d369af7c34ac9260328046456f.jpg, https://img6.leboncoin.fr/ad-large/52911eb77317bea5227d3e20a3be7672f5fa5fae.jpg, https://img0.leboncoin.fr/ad-large/7405a7589ef984268359d128615d727cbeb3f7af.jpg",40,2020-07-17T12:10:00,48.6848709,5,laxou,6.1522232,,,,54520,520,,13,0,2,520,"price: <i >520</i> €<br />indoor area: <i >40</i> m²<br />outdoor area: <i >40</i> m²<br />rooms: <i >2</i> <br />floors: <i ></i> <br />energy grade: <i >g</i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1723385029.htm/"">leboncoin.fr</a> <br />",,duplex 2 pieces 40 m2,https://www.leboncoin.fr/locations/1723385029.htm/,,5,https://www.leboncoin.fr/
45,,,Appartement,,,"bien lire l'annonce appartement f3 neuf dans maison jumelee au 1er etage a mercy-le-bas une chambre un salon une salle a manger une cuisine salle de bain avec douche cave jardin double vitrage chauffage individuel fioul avec production d'eau chaude appartement au calme pas de voisin sur le meme palier entree securisee par commande electrique pas serieux s'abstenir charge 25€, entretien chaudiere, electricite commun, ordure menagere, etc ) premier contact par mail",,,2020-06-03T21:42:00,,,veterinary,"https://img1.leboncoin.fr/ad-large/193bcfded636bc0e6141c13f29c51beb87958ff3.jpg, https://img2.leboncoin.fr/ad-large/456f93da9c90a931587484ed5b2b2e59e524ca0e.jpg, https://img7.leboncoin.fr/ad-large/3b78aa943a920e3996578450c0ace5d83ba10b63.jpg, https://img1.leboncoin.fr/ad-large/193bcfded636bc0e6141c13f29c51beb87958ff3.jpg, https://img2.leboncoin.fr/ad-large/456f93da9c90a931587484ed5b2b2e59e524ca0e.jpg, https://img7.leboncoin.fr/ad-large/3b78aa943a920e3996578450c0ace5d83ba10b63.jpg, https://img1.leboncoin.fr/ad-large/193bcfded636bc0e6141c13f29c51beb87958ff3.jpg",60,2020-06-03T21:42:00,49.3901142,5,mercy-le-bas,5.7578871,,,,54960,485,,8.08333333333333,0,4,485,"price: <i >485</i> €<br />indoor area: <i >60</i> m²<br />outdoor area: <i >60</i> m²<br />rooms: <i >4</i> <br />floors: <i ></i> <br />energy grade: <i ></i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1744720049.htm/"">leboncoin.fr</a> <br />",,f3 mercy-le-bas,https://www.leboncoin.fr/locations/1744720049.htm/,,5,https://www.leboncoin.fr/profil/c7b7e878-0e3d-4847-a4a3-e42fba33b609/offres
16,,,Appartement,,,"dans une residence calme a jarny, decouvrez ce bel appartement entierement renove de type f3 comprenant une cuisine equipee (four, plaque de cuisson, hotte), un sejour, 2 chambres, une salle de bains et un wc. un jardin commun est mis a disposition des locataires. cet appartement est disponible de suite reference annonce : 31355342 honoraires a la charge du locataire : 320 € ttc dont 128 € pour l'etat des lieux montant des charges : 25 € / mois modalite de recuperation des charges locatives : provision avec regularisation annuelle",e,,2020-07-03T14:46:00,,f,veterinary,"https://img7.leboncoin.fr/ad-large/3c471185ed6ad64833602cf2fceb34540b1ffd1d.jpg, https://img7.leboncoin.fr/ad-large/6521b8cd6930b0d44bbf897c2590852b7802888a.jpg, https://img3.leboncoin.fr/ad-large/82af3233b001ea76fd5f278209a30a2262361e89.jpg, https://img2.leboncoin.fr/ad-large/ce4c7f65c73714818714be41b5b9d2d6eece6795.jpg, https://img4.leboncoin.fr/ad-large/f76029d30d5e304ec32435e685453d05a59cf948.jpg, https://img7.leboncoin.fr/ad-large/3c471185ed6ad64833602cf2fceb34540b1ffd1d.jpg, https://img7.leboncoin.fr/ad-large/6521b8cd6930b0d44bbf897c2590852b7802888a.jpg, https://img3.leboncoin.fr/ad-large/82af3233b001ea76fd5f278209a30a2262361e89.jpg, https://img2.leboncoin.fr/ad-large/ce4c7f65c73714818714be41b5b9d2d6eece6795.jpg, https://img4.leboncoin.fr/ad-large/f76029d30d5e304ec32435e685453d05a59cf948.jpg, https://img7.leboncoin.fr/ad-large/3c471185ed6ad64833602cf2fceb34540b1ffd1d.jpg",64,2020-07-03T14:46:00,49.1569586,5,jarny,5.8821708,,,,54800,525,,8.203125,0,3,525,"price: <i >525</i> €<br />indoor area: <i >64</i> m²<br />outdoor area: <i >64</i> m²<br />rooms: <i >3</i> <br />floors: <i ></i> <br />energy grade: <i >e</i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1809289283.htm/"">leboncoin.fr</a> <br />",,appartement 3 pieces 64 m2,https://www.leboncoin.fr/locations/1809289283.htm/,,5,https://www.leboncoin.fr/
15,,,Appartement,,,"location appartement toul a louer f3 de 57m2 au 1er etage d'un petit collectif, dans le quartier saint evre a toul beau f3 de 57m2 au 1er etage d'un petit collectif, dans le quartier saint evre a toul, comprenant un salon, une cuisine, deux chambres, une salle de bain avec une baignoire et un wc. garage et jardin. chauffage individuel au gaz. proche des commerces. loyer : 492€charges : 40€ (eau, taxe d'ordures menageres et entretien de chaudiere) depot de garantie : 492€frais d'agence reduits : 330€gerance touloise. reference annonce : adb6230 honoraires a la charge du locataire : 330 € ttc montant des charges : 40 € / mois",,,2020-07-03T18:53:00,,,veterinary,"https://img6.leboncoin.fr/ad-large/cf8a01941d4f2bc29cabaa64b0470aedb4cc2b17.jpg, https://img1.leboncoin.fr/ad-large/1cc9d3db145906f29dbb0266747cb341b3216454.jpg, https://img4.leboncoin.fr/ad-large/80d9793dc0bedb3e9b29a5725186f3701a747755.jpg, https://img1.leboncoin.fr/ad-large/681ed5f18c66feed50cc19f620fc6dc0037d3dde.jpg, https://img2.leboncoin.fr/ad-large/ace314f0abf341b6e52aa4cf9bcbbf976577784a.jpg, https://img6.leboncoin.fr/ad-large/cf8a01941d4f2bc29cabaa64b0470aedb4cc2b17.jpg, https://img1.leboncoin.fr/ad-large/1cc9d3db145906f29dbb0266747cb341b3216454.jpg, https://img4.leboncoin.fr/ad-large/80d9793dc0bedb3e9b29a5725186f3701a747755.jpg, https://img1.leboncoin.fr/ad-large/681ed5f18c66feed50cc19f620fc6dc0037d3dde.jpg, https://img2.leboncoin.fr/ad-large/ace314f0abf341b6e52aa4cf9bcbbf976577784a.jpg, https://img6.leboncoin.fr/ad-large/cf8a01941d4f2bc29cabaa64b0470aedb4cc2b17.jpg",57,2020-07-03T18:53:00,48.6762624,5,toul,5.8941759,,,,54200,532,,9.33333333333333,0,3,532,"price: <i >532</i> €<br />indoor area: <i >57</i> m²<br />outdoor area: <i >57</i> m²<br />rooms: <i >3</i> <br />floors: <i ></i> <br />energy grade: <i ></i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1809416932.htm/"">leboncoin.fr</a> <br />",,appartement 3 pieces 57 m2,https://www.leboncoin.fr/locations/1809416932.htm/,,5,https://www.leboncoin.fr/
15,,,Appartement,,,"bel appartement de type f2 situe a nancy, au 1er etage avec balcon. entree avec placard de rangement, sejour donnant sur balcon, une cuisine independante, 1 chambre, salle de bains avec baignoire. bon etat general. residence recente securisee avec espaces verts. quartier jardins d'eau: kinepolis, commerces, a deux pas du centre ville, tram a proximite, ecole deurarchitecture, eeigm ensgsi. parking privatif en sous-sol, cave. retrouvez sur le site ***, tous les services de leurimmobilier a nancy (location, gestion locative, syndic de copropriete, vente, promotion ) et partout en lorraine).pour visiter ce studio, contactez-nous au 03.83.15.68.68 ou par email : icr54-nancy@rizzon.com reference annonce : 1506 honoraires a la charge du locataire : 492 € ttc dont 134 € pour l'etat des lieux depot de garantie : 503 € montant des charges : 58 € / mois",d,,2020-07-03T19:53:00,,e,veterinary,"https://img0.leboncoin.fr/ad-large/cf5810b02fe7653a4bdcbfff37cca5474a607cf9.jpg, https://img1.leboncoin.fr/ad-large/69e8fd33c7b421aceedc223b32adbf4afae5a922.jpg, https://img7.leboncoin.fr/ad-large/cc455c35b5a5cafe42e755b04d501e5878449888.jpg, https://img5.leboncoin.fr/ad-large/bf03c663633326396b3aeb27acea678a536610ab.jpg, https://img7.leboncoin.fr/ad-large/7f4bdeeb90b53ae158c05a0abecc459e321e1506.jpg, https://img6.leboncoin.fr/ad-large/1c1b4bb9eca9f872aff44a6677ea899e71d661ae.jpg, https://img0.leboncoin.fr/ad-large/cf5810b02fe7653a4bdcbfff37cca5474a607cf9.jpg, https://img1.leboncoin.fr/ad-large/69e8fd33c7b421aceedc223b32adbf4afae5a922.jpg, https://img7.leboncoin.fr/ad-large/cc455c35b5a5cafe42e755b04d501e5878449888.jpg, https://img5.leboncoin.fr/ad-large/bf03c663633326396b3aeb27acea678a536610ab.jpg, https://img7.leboncoin.fr/ad-large/7f4bdeeb90b53ae158c05a0abecc459e321e1506.jpg, https://img6.leboncoin.fr/ad-large/1c1b4bb9eca9f872aff44a6677ea899e71d661ae.jpg, https://img0.leboncoin.fr/ad-large/cf5810b02fe7653a4bdcbfff37cca5474a607cf9.jpg",44,2020-07-03T19:53:00,48.6937223,5,nancy,6.1834097,,,,54000,562,,12.7727272727273,0,2,562,"price: <i >562</i> €<br />indoor area: <i >44</i> m²<br />outdoor area: <i >44</i> m²<br />rooms: <i >2</i> <br />floors: <i ></i> <br />energy grade: <i >d</i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1809324824.htm/"">leboncoin.fr</a> <br />",,appartement 2 pieces 44 m2,https://www.leboncoin.fr/locations/1809324824.htm/,,5,https://www.leboncoin.fr/
15,,,Appartement,,,"valleroy : proche des commerces et de sainte marie aux chenes, venez decouvrir ce charmant deux pieces en rez-de-chaussee comprenant une entree avec placards, une cuisine, un salon lumineux, une chambre, une salle d'eau, un wc separe. le petit plus de cet appartement, c'est une belle terrasse avec un jardin. cet appartement se libere 29 septembre 2020. votre reference 4868 est visible chez century 21 agence du plateau. achats, ventes, locations et gestion d'appartements et de maisons. reference annonce : 4868 honoraires a la charge du locataire : 370 € ttc dont 155 € pour l'etat des lieux depot de garantie : 370 € montant des charges : 44 € / mois modalite de recuperation des charges locatives : provision avec regularisation annuelle",f,,2020-07-03T20:03:00,,d,veterinary,"https://img5.leboncoin.fr/ad-large/8cb2eecdaa98ce1662852cd1e0604a5fc673dd6a.jpg, https://img0.leboncoin.fr/ad-large/cd84ba0400f80b275ac3851544829c84f58f63da.jpg, https://img6.leboncoin.fr/ad-large/23b3cd617828d41867e32b2138f20ab97c386a97.jpg, https://img0.leboncoin.fr/ad-large/17f6c95130b13747395d0c47beff7c9322b81778.jpg, https://img4.leboncoin.fr/ad-large/0cdf8a4b80b29dad117707cb32dbcab1982f6669.jpg, https://img5.leboncoin.fr/ad-large/2412bf5d727a6cb20eb650477008ee5e599685d6.jpg, https://img3.leboncoin.fr/ad-large/825ddd798908ab3cc93c985bf4fed1294eaaed51.jpg, https://img1.leboncoin.fr/ad-large/aebf4a8bf0241c4a3793b896f2405c05c597dcb6.jpg, https://img3.leboncoin.fr/ad-large/c47e314f24c2dc18bb58613400d82d6b1fba266e.jpg, https://img4.leboncoin.fr/ad-large/902e1aa701f8e29de92d230ea2b4522a0a97e160.jpg, https://img5.leboncoin.fr/ad-large/8cb2eecdaa98ce1662852cd1e0604a5fc673dd6a.jpg, https://img0.leboncoin.fr/ad-large/cd84ba0400f80b275ac3851544829c84f58f63da.jpg, https://img6.leboncoin.fr/ad-large/23b3cd617828d41867e32b2138f20ab97c386a97.jpg, https://img0.leboncoin.fr/ad-large/17f6c95130b13747395d0c47beff7c9322b81778.jpg, https://img4.leboncoin.fr/ad-large/0cdf8a4b80b29dad117707cb32dbcab1982f6669.jpg, https://img5.leboncoin.fr/ad-large/2412bf5d727a6cb20eb650477008ee5e599685d6.jpg, https://img3.leboncoin.fr/ad-large/825ddd798908ab3cc93c985bf4fed1294eaaed51.jpg, https://img1.leboncoin.fr/ad-large/aebf4a8bf0241c4a3793b896f2405c05c597dcb6.jpg, https://img3.leboncoin.fr/ad-large/c47e314f24c2dc18bb58613400d82d6b1fba266e.jpg, https://img4.leboncoin.fr/ad-large/902e1aa701f8e29de92d230ea2b4522a0a97e160.jpg, https://img5.leboncoin.fr/ad-large/8cb2eecdaa98ce1662852cd1e0604a5fc673dd6a.jpg",44,2020-07-03T20:03:00,49.2096137,5,valleroy,5.9352826,,,,54910,414,,9.40909090909091,0,2,414,"price: <i >414</i> €<br />indoor area: <i >44</i> m²<br />outdoor area: <i >44</i> m²<br />rooms: <i >2</i> <br />floors: <i ></i> <br />energy grade: <i >f</i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1809438670.htm/"">leboncoin.fr</a> <br />",,appartement 2 pieces 44 m2,https://www.leboncoin.fr/locations/1809438670.htm/,,5,https://www.leboncoin.fr/
15,,,Appartement,,,"nous louons un f4 a luneville. l'appartement se situe a l'avenue de la liberation sur un axe principal de la commune face au happy cash, proche des commerces alimentaires (norma, aldi), du conforama et a 15 minutes a pied de cora. l'appartement est compose d'un grand salon de 30 m2 avec un balcon proposant une vue sur la cite cecile, de 3 chambres de 10 m2 chacun, d'une cuisine integree, d'une salle de bain avec une douche italienne, une toilettes avec un lavabo et un couloir avec un placard. il y a egalement un jardin devant et derriere avec des arbres et des fleurs. il est egalement possible de recolter des legumes (voir avec le proprietaire). le loyer mensuel est de 560 euros hors charges. la charge s'eleve a 40 euros par mois comprenant l'eau et l'electricite des communs. vous pouvez nous appeler au 07 83 54 91 08 pour avoir plus d'informations et si vous le souhaitez de visiter l'appartement. merci de nous appeler, nous ne repondrons pas aux sms et mails",,,2020-07-03T21:49:00,,,veterinary,"https://img2.leboncoin.fr/ad-large/483909dbb990d63660b3ca2ad5336cec7d051258.jpg, https://img7.leboncoin.fr/ad-large/97ef0a67ceb315cf00e9b9546d5efa302dcc1bb0.jpg, https://img6.leboncoin.fr/ad-large/8087febe62f159319aada99e8eebb5fdde78ed89.jpg, https://img7.leboncoin.fr/ad-large/5389b8558d741faaa0e5d4fdd1c07a5aaa1307b2.jpg, https://img2.leboncoin.fr/ad-large/db1fee8d599e2976c4d9a2d98f6470cf3d2aef87.jpg, https://img7.leboncoin.fr/ad-large/657b42d8c89f591c30bf627cba895d22b17eb53c.jpg, https://img1.leboncoin.fr/ad-large/8f8c04b564d605f9250d808a2b4d8b16960026e0.jpg, https://img2.leboncoin.fr/ad-large/483909dbb990d63660b3ca2ad5336cec7d051258.jpg, https://img7.leboncoin.fr/ad-large/97ef0a67ceb315cf00e9b9546d5efa302dcc1bb0.jpg, https://img6.leboncoin.fr/ad-large/8087febe62f159319aada99e8eebb5fdde78ed89.jpg, https://img7.leboncoin.fr/ad-large/5389b8558d741faaa0e5d4fdd1c07a5aaa1307b2.jpg, https://img2.leboncoin.fr/ad-large/db1fee8d599e2976c4d9a2d98f6470cf3d2aef87.jpg, https://img7.leboncoin.fr/ad-large/657b42d8c89f591c30bf627cba895d22b17eb53c.jpg, https://img1.leboncoin.fr/ad-large/8f8c04b564d605f9250d808a2b4d8b16960026e0.jpg, https://img2.leboncoin.fr/ad-large/483909dbb990d63660b3ca2ad5336cec7d051258.jpg",100,2020-07-03T21:49:00,48.5916164,5,luneville,6.4919563,,,,54300,600,,6,0,5,600,"price: <i >600</i> €<br />indoor area: <i >100</i> m²<br />outdoor area: <i >100</i> m²<br />rooms: <i >5</i> <br />floors: <i ></i> <br />energy grade: <i ></i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1795254714.htm/"">leboncoin.fr</a> <br />",,location f4 a luneville,https://www.leboncoin.fr/locations/1795254714.htm/,,5,https://www.leboncoin.fr/profil/e78ead0d-46b7-4703-aaf8-8533acc58453/offres
15,,,Appartement,,,"situe au 34, rue des benedictins a luneville. proche ensemble scolaire pierre et fourier, face a la gare de luneville. loue appartement de 84m2 dans une petite copropriete calme de 3 logements. compose de 2 chambres, un salon, une cuisine equipee (four, plaque et hotte), sdb, wc, cave. fenetre double vitrage. chauffage individuel au gaz. loyer 530 euros et 30 euros de charges.",,,2020-07-04T14:44:00,,,veterinary,"https://img6.leboncoin.fr/ad-large/2806ada66adf163147837504dcbf06dc00299650.jpg, https://img5.leboncoin.fr/ad-large/5ce16f4ea59379a254b70123be60320f347335c4.jpg, https://img5.leboncoin.fr/ad-large/55d0a0b7251c8bdcf3819ce4df0eedee4b47dd2b.jpg, https://img6.leboncoin.fr/ad-large/2806ada66adf163147837504dcbf06dc00299650.jpg, https://img5.leboncoin.fr/ad-large/5ce16f4ea59379a254b70123be60320f347335c4.jpg, https://img5.leboncoin.fr/ad-large/55d0a0b7251c8bdcf3819ce4df0eedee4b47dd2b.jpg, https://img6.leboncoin.fr/ad-large/2806ada66adf163147837504dcbf06dc00299650.jpg",86,2020-07-04T14:44:00,48.5916164,5,luneville,6.4919563,,,,54300,560,,6.51162790697674,0,3,560,"price: <i >560</i> €<br />indoor area: <i >86</i> m²<br />outdoor area: <i >86</i> m²<br />rooms: <i >3</i> <br />floors: <i ></i> <br />energy grade: <i ></i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1809677094.htm/"">leboncoin.fr</a> <br />",,luneville loue f3 avec jardin,https://www.leboncoin.fr/locations/1809677094.htm/,,5,https://www.leboncoin.fr/profil/e1bc4c51-7659-419f-a1df-89ec24dd5417/offres
14,,,Appartement,,,"a louer duplex de 95m2 entretenu disposant de : au rez-de-chaussee : -cuisine equipee -salon/sejour -1 chambre -1 salle de bains avec baignoire a l’etage : -1 grande mezzanine (chambre ou bureau) -1 grande chambre l’appartement dispose en plus d’une cave et d’un emplacement de parking privatif. un jardin commun est a disposition a l’arriere de l’immeuble. chauffage gaz double vitrage pvc avec volets roulants loyer : 500€/mois charges : 33€/mois (ordures, electricite communs et entretien chaudiere compris)",c,,2020-07-04T19:50:00,,d,veterinary,"https://img5.leboncoin.fr/ad-large/f3b3c564e9ee7413ad80dac288f2fbf6cf13d2ae.jpg, https://img7.leboncoin.fr/ad-large/a33dac7a1a2f80b1d993d59a06b597e481192c49.jpg, https://img0.leboncoin.fr/ad-large/6b3e0a1a8513f04812156f4208619f96d9b963ed.jpg, https://img5.leboncoin.fr/ad-large/f3b3c564e9ee7413ad80dac288f2fbf6cf13d2ae.jpg, https://img7.leboncoin.fr/ad-large/a33dac7a1a2f80b1d993d59a06b597e481192c49.jpg, https://img0.leboncoin.fr/ad-large/6b3e0a1a8513f04812156f4208619f96d9b963ed.jpg, https://img5.leboncoin.fr/ad-large/f3b3c564e9ee7413ad80dac288f2fbf6cf13d2ae.jpg",95,2020-07-04T19:50:00,49.2128736,5,auboue,5.9750234,,,,54580,533,,5.61052631578947,0,4,533,"price: <i >533</i> €<br />indoor area: <i >95</i> m²<br />outdoor area: <i >95</i> m²<br />rooms: <i >4</i> <br />floors: <i ></i> <br />energy grade: <i >c</i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1809866119.htm/"">leboncoin.fr</a> <br />",,duplex 2/3 chambres,https://www.leboncoin.fr/locations/1809866119.htm/,,5,https://www.leboncoin.fr/profil/347703de-7a41-4c82-a52f-b3f5ca4b40f6/offres
6,,,Appartement,,,loue f2 neuf situe 105 rue jean jaures a marbache proche acces autoroute a 31 /ecole/pharmacie compose d'une cuisine equipee plaque +four 1 salle de bains moderne 1 grand salon 1 chambre avec placard et terrasse vue sur jardin exterieur 1 grande cave 1 parcelle de pelouse privative libre de suite,c,,2020-07-12T21:35:00,,c,veterinary,"https://img3.leboncoin.fr/ad-large/f73e1ac3e5d1d9a2597dfe9f73885f693aabf796.jpg, https://img2.leboncoin.fr/ad-large/7a692ba86fa08075775fb242451ff2a081533645.jpg, https://img4.leboncoin.fr/ad-large/289a0d2123512d0ebde87ac2aa115ea24667ac68.jpg, https://img3.leboncoin.fr/ad-large/f73e1ac3e5d1d9a2597dfe9f73885f693aabf796.jpg, https://img2.leboncoin.fr/ad-large/7a692ba86fa08075775fb242451ff2a081533645.jpg, https://img4.leboncoin.fr/ad-large/289a0d2123512d0ebde87ac2aa115ea24667ac68.jpg, https://img3.leboncoin.fr/ad-large/f73e1ac3e5d1d9a2597dfe9f73885f693aabf796.jpg",55,2020-07-12T21:35:00,48.7967416,5,marbache,6.0996071,,,,54820,650,,11.8181818181818,0,3,650,"price: <i >650</i> €<br />indoor area: <i >55</i> m²<br />outdoor area: <i >55</i> m²<br />rooms: <i >3</i> <br />floors: <i ></i> <br />energy grade: <i >c</i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1813978614.htm/"">leboncoin.fr</a> <br />",,f2,https://www.leboncoin.fr/locations/1813978614.htm/,,5,https://www.leboncoin.fr/profil/4bc5958a-91fc-46f4-b951-20ee3fc3af52/offres
6,,,Maison,,,maison f4 3 chambres situee a vitrimont proche luneville et dombasle acces autoroute nancy tout proche nancy sud 15 minutes. la maison est une maison de village mitoyenne composee au rdc d une grande piece a vivre avec acces sur un garage . au 1 etage grand salon sejour 1 chambres et wc salle de bain. au 2 etage 2 chambres a velux .chauffage electrique pas de jardin ni d exterieur . dispo debut septembre . loyer 590 hors charge .les charge sont l eau donc adapte en fonction du nombre de personne pour exemple 4 personnes 65 euros de charges . tel 06-27-37-36-86 .,d,,2020-07-13T09:02:00,,d,veterinary,,135,2020-07-13T09:02:00,48.6015161,5,vitrimont,6.4401224,,,,54300,590,,4.37037037037037,0,4,590,"price: <i >590</i> €<br />indoor area: <i >135</i> m²<br />outdoor area: <i >135</i> m²<br />rooms: <i >4</i> <br />floors: <i ></i> <br />energy grade: <i >d</i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1814069590.htm/"">leboncoin.fr</a> <br />",,f4 135 m2 vitrimont,https://www.leboncoin.fr/locations/1814069590.htm/,,5,https://www.leboncoin.fr/profil/de213209-48b4-4a63-b388-716623183129/offres
